yearmonth,rate
16-01-35,58.7857142857
16-01-45,59.5714285714
16-01-55,56.2857142857
16-02-05,55.7142857143
16-02-15,59.9285714286
16-02-25,57.8571428571
16-02-35,58.0
16-02-45,58.7142857143
16-02-55,57.8571428571
16-03-05,60.7857142857
16-03-15,57.4285714286
16-03-25,60.2857142857
16-03-35,57.3571428571
16-03-45,56.0714285714
16-03-55,55.0
16-04-05,59.8571428571
16-04-15,58.5714285714
16-04-25,59.1428571429
16-04-35,57.2857142857
16-04-45,56.9285714286
16-04-55,56.2142857143
16-05-05,57.5714285714
16-05-15,57.1428571429
16-05-25,55.1428571429
16-05-35,57.2857142857
16-05-45,60.5
16-05-55,59.2857142857
16-06-05,56.2142857143
16-06-15,59.5
16-06-25,58.6428571429
16-06-35,58.2142857143
16-06-45,56.2142857143
16-06-55,59.0
16-07-05,57.7142857143
16-07-15,57.7142857143
16-07-25,59.7857142857
16-07-35,56.2142857143
16-07-45,57.2857142857
16-07-55,59.7142857143
16-08-05,55.7857142857
16-08-15,57.1428571429
16-08-25,56.5
16-08-35,56.7857142857
16-08-45,60.3571428571
16-08-55,58.1428571429
16-09-05,56.9285714286
16-09-15,58.3571428571
16-09-25,57.2142857143
16-09-35,60.7857142857
16-09-45,61.9166666667
16-09-55,62.3333333333
16-10-05,64.25
16-10-15,64.0
16-10-25,61.0833333333
16-10-35,66.25
16-10-45,64.3333333333
16-10-55,63.0
16-11-05,60.25
16-11-15,67.5833333333
16-11-25,63.5
16-11-35,63.75
16-11-45,65.5
16-11-55,67.3333333333
16-12-05,64.0833333333
16-12-15,62.4166666667
16-12-25,62.5833333333
16-12-35,64.25
16-12-45,58.9166666667
16-12-55,62.9166666667
16-13-05,64.0833333333
16-13-15,63.25
16-13-25,65.0833333333
16-13-35,64.25
16-13-45,66.0833333333
16-13-55,59.8333333333
16-14-05,61.6666666667
16-14-15,61.1666666667
16-14-25,66.75
16-14-35,65.8333333333
16-14-45,61.4166666667
16-14-55,60.5833333333
16-15-05,67.9166666667
16-15-15,63.0833333333
16-15-25,64.8333333333
16-15-35,65.75
16-15-45,63.3333333333
16-15-55,62.4166666667
16-16-05,64.1666666667
16-16-15,66.9166666667
16-16-25,64.0
16-16-35,62.9166666667
16-16-45,63.6666666667
16-16-55,65.9166666667
16-17-05,64.0
16-17-15,64.6666666667
16-17-25,62.9166666667
16-17-35,64.6666666667
16-17-45,61.8333333333
16-17-55,62.8333333333
16-18-05,66.0
16-18-15,63.5
16-18-25,62.4166666667
16-18-35,66.4166666667
16-18-45,62.8333333333
16-18-55,61.3333333333
16-19-05,62.3333333333
16-19-15,63.1666666667
16-19-25,61.5833333333
16-19-35,63.0
16-19-45,61.5833333333
16-19-55,59.25
16-20-05,65.0833333333
16-20-15,64.5833333333
16-20-25,61.0
16-20-35,61.5833333333
16-20-45,61.25
16-20-55,61.1666666667
16-21-05,65.75
16-21-15,66.8333333333
16-21-25,65.5833333333
16-21-35,73.1
16-21-45,70.5
16-21-55,71.8
16-22-05,78.5
16-22-15,72.1
16-22-25,73.4
16-22-35,76.8
16-22-45,72.8
16-22-55,70.6
16-23-05,71.9
16-23-15,77.1
16-23-25,69.4
16-23-35,73.5
16-23-45,68.4
16-23-55,75.9
16-24-05,72.4
16-24-15,68.4
16-24-25,71.1
16-24-35,72.8
16-24-45,65.4
16-24-55,76.0
16-25-05,67.3
16-25-15,69.5
16-25-25,78.1
16-25-35,70.8
16-25-45,71.2
16-25-55,71.3
16-26-05,70.6
16-26-15,70.4
16-26-25,73.1
16-26-35,71.3
16-26-45,64.4
16-26-55,70.4
16-27-05,73.9
16-27-15,68.9
16-27-25,70.2
16-27-35,72.1
16-27-45,70.7
16-27-55,77.9
16-28-05,72.8
16-28-15,73.5
16-28-25,71.3
16-28-35,74.9
16-28-45,71.9
16-28-55,69.4
16-29-05,76.1
16-29-15,69.4
16-29-25,71.1
16-29-35,71.7
16-29-45,71.9
16-29-55,73.4
16-30-05,69.4
16-30-15,67.4
16-30-25,75.2
16-30-35,75.5
16-30-45,71.7
16-30-55,69.3
16-31-05,71.4
16-31-15,72.1
16-31-25,68.2
16-31-35,69.4
16-31-45,68.3
16-31-55,67.3
16-32-05,69.3
16-32-15,74.5
16-32-25,72.9
16-32-35,68.4
16-32-45,74.9
16-32-55,73.6
16-33-05,72.5
16-33-15,72.0
16-33-25,79.1
16-33-35,77.5
16-33-45,66.6
16-33-55,63.2
16-34-05,84.25
16-34-15,249.8515625
16-34-25,21.8333333333
16-34-35,21.6666666667
16-34-45,21.1666666667
16-34-55,20.8333333333
16-35-05,21.8333333333
16-35-15,21.1666666667
16-35-25,22.0
16-35-35,21.8333333333
16-35-45,22.0
16-35-55,21.1666666667
16-36-05,22.8333333333
16-36-15,21.8333333333
16-36-25,24.0
16-36-35,21.5
16-36-45,23.6666666667
16-36-55,21.3333333333
16-37-05,20.1666666667
16-37-15,20.8333333333
16-37-25,21.3333333333
16-37-35,21.5
16-37-45,22.8333333333
16-37-55,21.3333333333
16-38-05,22.0
16-38-15,20.8333333333
16-38-25,20.6666666667
16-38-35,21.6666666667
16-38-45,21.3333333333
16-38-55,21.6666666667
16-39-05,21.5
16-39-15,22.3333333333
16-39-25,20.5
16-39-35,21.0
16-39-45,21.6666666667
16-39-55,23.5
16-40-05,22.0
16-40-15,22.5
16-40-25,22.6666666667
16-40-35,20.6666666667
16-40-45,22.0
16-40-55,21.0
16-41-05,21.1666666667
16-41-15,21.0
16-41-25,22.1666666667
16-41-35,20.8333333333
16-41-45,21.6666666667
16-41-55,21.6666666667
16-42-05,21.0
16-42-15,21.6666666667
16-42-25,21.6666666667
16-42-35,21.0
16-42-45,21.8333333333
16-42-55,21.6666666667
16-43-05,21.5
16-43-15,20.6666666667
16-43-25,21.6666666667
16-43-35,20.5
16-43-45,20.5
16-43-55,21.6666666667
16-44-05,21.3333333333
16-44-15,22.0
16-44-25,21.75
16-44-35,21.6976744186
